A400001;ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ
K514805;ΕΦΑΡΜΟΓΗ ΣΤΕΡΕΟΤΑΚΤΙΚΗΣ ΑΚΤΙΝΟΧΕΙΡΟΥΡΓΙΚΗΣ / ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ, ΚΡΑΝΙΑΚΩΝ ΒΛΑΒΩΝ, 6 - 10 ΣΥΝΕΔΡΙΕΣ, ΜΕ ΓΡΑΜΜΙΚΟ ΕΠΙΤΑΧΥΝΤΗ, ΕΠΑΝΑΤΟΠΟΘΕΤΟΥΜΕΝΟ ΠΛΑΙΣΙΟ Ή/ΚΑΙ ΣΤΕΡΕΟΣΚΟΠΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗΣ ΚΑΘΟΔΗΓΗΣΗΣ (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ)
K514807;ΕΦΑΡΜΟΓΗ ΣΤΕΡΕΟΤΑΚΤΙΚΗΣ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ, ΚΡΑΝΙΑΚΩΝ ΒΛΑΒΩΝ, ΠΕΡΙΣΣΟΤΕΡΕΣ ΤΩΝ 10 ΣΥΝΕΔΡΙΕΣ, ΜΕ ΓΡΑΜΜΙΚΟ ΕΠΙΤΑΧΥΝΤΗ, ΕΠΑΝΑΤΟΠΟΘΕΤΟΥΜΕΝΟ ΠΛΑΙΣΙΟ Ή/ΚΑΙ ΣΤΕΡΕΟΣΚΟΠΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗΣ ΚΑΘΟΔΗΓΗΣΗΣ (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ)
K514809;ΑΚΤΙΝΟΒΟΛΗΣΗ ΒΙΟΛΟΓΙΚΩΝ ΥΛΙΚΩΝ (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ)
K514813;ΔΙΕΓΧΕΙΡΗΤΙΚΗ ΑΚΤΙΝΟΒΟΛΗΣΗ ΜΕ ΗΛΕΚΤΡΟΝΙΑ.ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ (ΠΛΑΝΟ ΘΕΡΑΠΕΙΑΣ, ΔΟΣΙΜΕΤΡΙΚΟΣ ΣΧΕΔΙΑΣΜΟΣ)
K514815;ΕΝΤΟΠΙΣΤΙΚΑ ΦΙΛΜ ΠΕΔΙΩΝ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ
K514817;ΣΥΝΕΔΡΙΑ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ ΔΙΑΜΟΡΦΟΥΜΕΝΗΣ ΕΝΤΑΣΗΣ (ΣΥΜΒΑΤΙΚΗ IMRT / ΟΓΚΟΜΕΤΡΙΚΗ IMRT)
K514823;ΣΤΕΡΕΟΣΚΟΠΙΚΗ ΚΑΘΟΔΗΓΗΣΗ ΑΚΤΙΝΩΝ-Χ, 3-ΔΙΑΣΤΑΤΗ (3D) ΑΠΕΙΚΟΝΙΣΤΙΚΗ ΚΑΘΟΔΗΓΗΣΗ ΓΙΑ ΤΗΝ ΧΟΡΗΓΗΣΗ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ, ΑΝΑ ΣΥΝΕΔΡΙΑ
K514825;ΣΥΝΕΔΡΙΑ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ ΔΙΑΜΟΡΦΟΥΜΕΝΗΣ ΕΝΤΑΣΗΣ ΣΥΝΘΕΤΗ (ΕΛΙΚΟΕΙΔΗΣ Ή ΟΓΚΟΜΕΤΡΙΚΗ IMRT ΜΕ ΠΕΡΙΣΣΟΤΕΡΑ ΤΟΥ 1 ΤΟΞΑ Ή ΠΕΡΙΣΣΟΤΕΡΑ ΤΟΥ 1 ΙΣΟΚΕΝΤΡΑ)
K514827;ΗΛΕΚΤΡΟΝΙΚΕΣ ΕΝΤΟΠΙΣΤΙΚΕΣ ΠΕΔΙΩΝ ΘΕΡΑΠΕΙΑΣ (ΑΝΑ ΣΥΝΕΔΡΙΑ)
K514835;ΑΠΕΙΚΟΝΙΣΤΙΚΗ ΚΑΘΟΔΗΓΗΣΗ Kv-Kv, Kv-MV
K514843;ΕΦΑΡΜΟΓΗ ΣΤΕΡΕΟΤΑΚΤΙΚΗΣ ΣΩΜΑΤΙΚΗΣ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ, ΧΟΡΗΓΗΣΗ ΘΕΡΑΠΕΙΑΣ ΚΛΑΣΜΑΤΙΚΑ ΣΕ 1 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΒΛΑΒΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΣΤΕΡΕΟΣΚΟΠΙΚΗΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗΣ Ή/ΚΑΙ ΑΛΛΗΣ ΚΑΤΑΛΛΗΛΗΣ ΚΑΘΟΔΗΓΗΣΗΣ ΚΑΙ ΧΡΗΣΗ ΕΜΦΥΤΕΥΜΕΝΩΝ MARKERS, 6 - 10 ΣΥΝΕΔΡΙΕΣ (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ)
K514845;ΕΦΑΡΜΟΓΗ ΣΤΕΡΕΟΤΑΚΤΙΚΗΣ ΣΩΜΑΤΙΚΗΣ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ, ΧΟΡΗΓΗΣΗ ΘΕΡΑΠΕΙΑΣ, ΚΛΑΣΜΑΤΙΚΑ ΣΕ 1 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΒΛΑΒΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΣΤΕΡΕΟΣΚΟΠΙΚΗΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗΣ  Ή/ΚΑΙ ΑΛΛΗΣ ΚΑΤΑΛΛΗΛΗΣ ΚΑΘΟΔΗΓΗΣΗΣ ΚΑΙ ΧΡΗΣΗ ΕΜΦΥΤΕΥΜΕΝΩΝ MARKERS, ΠΕΡΙΣΣΟΤΕΡΕΣ ΤΩΝ 10 ΣΥΝΕΔΡΙΕΣ   (ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ)
K514851;ΠΟΙΟΤΙΚΟΣ ΕΛΕΓΧΟΣ ΠΛΑΝΟΥ ΑΚΤΙΝΟΘΕΡΑΠΕΙΑΣ ΔΙΑΜΟΡΦΟΥΜΕΝΗΣ ΕΝΤΑΣΗΣ (ΣΥΜΒΑΤΙΚΗ, ΟΓΚΟΜΕΤΡΙΚΗ, ΕΛΙΚΟΕΙΔΗΣ)
K514921;ΑΚΤΙΝΟΒΟΛΗΣΗ ΟΛΟΣΩΜΑΤΙΚΗ ( ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΟΛΗ Η ΑΠΑΙΤΟΥΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ).
K514979;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΑΚΤΙΝΟΘΕΡΑΠΕΙΑ, ΔΙΑΧΕΙΡΙΣΗ ΘΕΡΑΠΕΙΑΣ
K515021;ΑΚΤΙΝΟΘΕΡΑΠΕΙΑ ΜΕ  ΠΡΩΤΟΝΙΑ, ΑΠΛΗ, ΑΝΕΥ ΑΝΤΙΣΤΑΘΜΙΣΤΩΝ
K515025;ΑΚΤΙΝΟΘΕΡΑΠΕΙΑ ΜΕ  ΠΡΩΤΟΝΙΑ, ΑΠΛΗ, ΜΕ ΧΡΗΣΗ ΑΝΤΙΣΤΑΘΜΙΣΤΩΝ
K515027;ΑΚΤΙΝΟΘΕΡΑΠΕΙΑ ΜΕ  ΠΡΩΤΟΝΙΑ, ΜΕΣΑΙΑ (ΠΟΛΛΑΠΛΑ ΠΕΔΙΑ)
K515031;ΑΚΤΙΝΟΘΕΡΑΠΕΙΑ ΜΕ  ΠΡΩΤΟΝΙΑ. ΣΥΝΘΕΤΗ (SCANNING BEAM, IMPT)
K515181;ΥΠΕΡΘΕΡΜΙΑ, ΕΞΩΤΕΡΙΚΑ ΠΑΡΑΓΟΜΕΝΗ, ΕΠΙΦΑΝΕΙΑΚΗ (ΘΕΡΜΑΝΣΗ ΣΕ ΒΑΘΟΣ 4 CM Ή ΛΙΓΟΤΕΡΟ)
K515191;ΥΠΕΡΘΕΡΜΙΑ, ΕΞΩΤΕΡΙΚΑ ΠΑΡΑΓΟΜΕΝΗ, ΕΝ ΤΩ ΒΑΘΕΙ (ΘΕΡΜΑΝΣΗ ΣΕ ΒΑΘΟΣ ΜΕΓΑΛΥΤΕΡΟ ΤΩΝ 4 CM)
K515201;ΥΠΕΡΘΕΡΜΙΑ ΠΑΡΑΓΟΜΕΝΗ ΑΠΟ ΚΑΘΕΤΗΡΕΣ ΕΝΔΟΪΣΤΙΚΑ. 5 Ή ΛΙΓΟΤΕΡΟΙ ΕΝΔΟΪΣΤΙΚΟΙ ΕΦΑΡΜΟΓΕΙΣ
K515211;ΥΠΕΡΘΕΡΜΙΑ ΠΑΡΑΓΟΜΕΝΗ ΑΠΟ ΚΑΘΕΤΗΡΕΣ ΕΝΔΟΪΣΤΙΚΑ. ΠΕΡΙΣΣΟΤΕΡΟΙ ΑΠΟ 5 ΕΝΔΟΪΣΤΙΚΟΙ ΕΦΑΡΜΟΓΕΙΣ
K515221;ΥΠΕΡΘΕΡΜΙΑ ΠΑΡΑΓΟΜΕΝΗ ΑΠΟ ΚΑΘΕΤΗΡΕΣ ΕΝΔΟΚΟΙΛΟΤΙΚΟΥΣ
K515481;ΑΝΕΝΕΡΓΟΣ
K515503;ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ Ή ΚΑΘΕΤΗΡΩΝ ΑΚΤΙΝΟΒΟΛΗΣΗΣ ΕΝΔΟΚΟΙΛΟΤΙΚΗ, ΑΠΛΗ (ΜΙΑ ΕΩΣ ΤΕΣΣΕΡΙΣ ΠΗΓΕΣ), ΕΦ' ΟΣΟΝ ΔΕΝ ΟΡΙΖΕΤΑΙ ΑΛΛΟΣ ΚΩΔΙΚΟΣ
K515505;ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ Ή ΚΑΘΕΤΗΡΩΝ ΑΚΤΙΝΟΒΟΛΗΣΗΣ ΕΝΔΟΚΟΙΛΟΤΙΚΗ. ΜΕΣΑΙΑ (ΤΕΣΣΕΡΙΣ ΕΩΣ ΔΕΚΑ ΠΗΓΕΣ), ΕΦ' ΟΣΟΝ ΔΕΝ ΟΡΙΖΕΤΑΙ ΑΛΛΟΣ ΚΩΔΙΚΟΣ
K515507;ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ Ή ΚΑΘΕΤΗΡΩΝ ΑΚΤΙΝΟΒΟΛΗΣΗΣ ΕΝΔΟΚΟΙΛΟΤΙΚΗ, ΣΥΝΘΕΤΗ (ΠΕΡΙΣΣΟΤΕΡΕΣ ΤΩΝ ΔΕΚΑ ΠΗΓΩΝ), ΕΦ' ΟΣΟΝ ΔΕΝ ΟΡΙΖΕΤΑΙ ΑΛΛΟΣ ΚΩΔΙΚΟΣ
K515533;ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ Ή ΚΑΘΕΤΗΡΩΝ ΑΚΤΙΝΟΒΟΛΗΣΗΣ ΕΝΔΟΪΣΤΙΚΗ, ΑΠΛΗ  (ΜΙΑ ΕΩΣ ΤΕΣΣΕΡΙΣ ΠΗΓΕΣ), ΕΦ' ΟΣΟΝ ΔΕΝ ΟΡΙΖΕΤΑΙ ΑΛΛΟΣ ΚΩΔΙΚΟΣ
K515535;ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ Ή ΚΑΘΕΤΗΡΩΝ ΑΚΤΙΝΟΒΟΛΗΣΗΣ ΕΝΔΟΪΣΤΙΚΗ, ΜΕΣΑΙΑ  (ΤΕΣΣΕΡΙΣ ΕΩΣ ΔΕΚΑ ΠΗΓΕΣ), ΕΦ' ΟΣΟΝ ΔΕΝ ΟΡΙΖΕΤΑΙ ΑΛΛΟΣ ΚΩΔΙΚΟΣ
K515537;ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ Ή ΚΑΘΕΤΗΡΩΝ ΑΚΤΙΝΟΒΟΛΗΣΗΣ ΕΝΔΟΪΣΤΙΚΗ, ΣΥΝΘΕΤΗ (ΠΕΡΙΣΣΟΤΕΡΕΣ ΤΩΝ ΔΕΚΑ ΠΗΓΩΝ), ΕΦ' ΟΣΟΝ ΔΕΝ ΟΡΙΖΕΤΑΙ ΑΛΛΟΣ ΚΩΔΙΚΟΣ
K515551;ΒΡΑΧΥΘΕΡΑΠΕΙΑ ΥΨΗΛΟΥ ΡΥΘΜΟΥ ΔΟΣΗΣ ΜΕ ΤΕΧΝΙΚΗ ΜΕΤΑΦΟΡΤΙΣΗΣ ΕΞ ΑΠΟΣΤΑΣΕΩΣ, 1 ΚΑΝΑΛΙ
K515553;ΒΡΑΧΥΘΕΡΑΠΕΙΑ ΥΨΗΛΟΥ ΡΥΘΜΟΥ ΔΟΣΗΣ ΜΕ ΤΕΧΝΙΚΗ ΜΕΤΑΦΟΡΤΙΣΗΣ ΕΞ ΑΠΟΣΤΑΣΕΩΣ, 2-12 ΚΑΝΑΛΙΑ
K515555;ΒΡΑΧΥΘΕΡΑΠΕΙΑ ΥΨΗΛΟΥ ΡΥΘΜΟΥ ΔΟΣΗΣ ΜΕ ΤΕΧΝΙΚΗ ΜΕΤΑΦΟΡΤΙΣΗΣ ΕΞ ΑΠΟΣΤΑΣΕΩΣ, ΠΕΡΙΣΣΟΤΕΡΑ ΑΠΟ 12 ΚΑΝΑΛΙΑ
K515559;ΕΠΙΦΑΝΕΙΑΚΗ ΕΦΑΡΜΟΓΗ ΠΗΓΗΣ ΑΚΤΙΝΟΒΟΛΙΑΣ
K515561;ΔΙΑΧΕΙΡΙΣΗ ΠΗΓΩΝ ΒΡΑΧΥΘΕΡΑΠΕΙΑΣ ΚΑΙ ΕΛΕΓΧΟΣ ΕΝΕΡΓΟΤΗΤΑΣ
K515579;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΚΛΙΝΙΚΗ ΒΡΑΧΥΘΕΡΑΠΕΙΑ
K515579.1;ΥΠΕΡΘΕΡΜΙΑ ΟΛΟΣΩΜΑΤΙΚΗ
K515981;ΠΡΟΣΛΗΨΗ ΙΩΔΙΟΥ-131 ΑΠΟ ΤΟΝ ΘΥΡΕΟΕΙΔΗ
K515983;ΠΡΟΣΛΗΨΗ ΙΩΔΙΟΥ-131 ΑΠΟ ΤΟΝ ΘΥΡΕΟΕΙΔΗ. 2 Η ΠΕΡΙΣΣΟΤΕΡΟΙ ΠΡΟΣΔΙΟΡΙΣΜΟΙ.
K515987;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΘΥΡΕΟΕΙΔΟΥΣ ΜΕ ΥΠΕΡΤΕΧΝΗΤΙΚΟ (TC99MO4), ΜΕΤΑ ΔΙΕΓΕΡΣΗ Η ΚΑΤΑΣΤΟΛΗ Η ΑΠΟΦΟΡΤΙΣΗ. (ΔΕΝ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΝΤΑΙ ΟΙ ΑΡΧΙΚΕΣ ΜΕΛΕΤΕΣ).
K515993;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΘΥΡΕΟΕΙΔΟΥΣ ΜΕ ΙΩΔΙΟ-131
K515995;ΠΡΟΣΛΗΨΗ ΙΩΔΙΟΥ-123 ΑΠΟ ΤΟΝ ΘΥΡΕΟΕΙΔΗ
K516001;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΘΥΡΕΟΕΙΔΟΥΣ ΜΕ ΥΠΕΡΤΕΧΝΗΤΙΚΟ (TC99MO4)
K516003;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΘΥΡΕΟΕΙΔΟΥΣ ΜΕ ΙΩΔΙΟ-123
K516011;ΑΝΕΝΕΡΓΟΣ
K516013;ΑΝΕΝΕΡΓΟΣ
K516017;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΕ ΙΩΔΙΟ-123. ΟΛΟΣΩΜΟ.
K516021;ΠΡΟΣΛΗΨΗ ΜΕΤΑΣΤΑΣΕΩΝ ΚΑΡΚΙΝΟΥ ΘΥΡΕΟΕΙΔΟΥΣ - ΔΟΣΙΜΕΤΡΙΑ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
K516121;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΠΑΡΑΘΥΡΕΟΕΙΔΩΝ ΑΔΕΝΩΝ
K516131;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΥΕΛΟΥ ΕΠΙΝΕΦΡΙΔΙΩΝ
K516179;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΕ ΙΩΔΙΟ-131. ΟΛΟΣΩΜΟ
K516179.1;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΠΑΡΑΘΥΡΕΟΕΙΔΩΝ ΑΔΕΝΩΝ. ΑΦΑΙΡΕΤΙΚΗ ΤΕΧΝΙΚΗ ΜΕ ΣΥΝΔΥΑΣΜΕΝΟ ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΘΥΡΕΟΕΙΔΟΥΣ
K516179.2;ΠΡΟΣΛΗΨΗ  ΥΠΕΡΤΕΧΝΗΤΙΚΟΥ (TC99MO4) ΑΠΟ ΤΟΝ ΘΥΡΕΟΕΙΔΗ. (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ).
K516179.3;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΦΛΟΙΟΥ ΕΠΙΝΕΦΡΙΔΙΩΝ
K516179.4;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΦΛΟΙΟΥ Η ΜΥΕΛΟΥ ΕΠΙΝΕΦΡΙΔΙΩΝ. ΣΥΜΠΛΗΡΩΜΑΤΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΘΕΣΗΣ ΝΕΦΡΩΝ
K516179.5;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΘΥΡΕΟΕΙΔΟΥΣ ΜΕ TL-201.
K516179.6;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΘΥΡΕΟΕΙΔΟΥΣ ΜΕ Ι-123, ΜΕΤΑ ΔΙΕΓΕΡΣΗ Η ΚΑΤΑΣΤΟΛΗ Η ΑΠΟΦΟΡΤΙΣΗ. (ΔΕΝ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΝΤΑΙ ΟΙ ΑΡΧΙΚΕΣ ΜΕΛΕΤΕΣ).
K516185;ΑΝΕΝΕΡΓΟΣ
K516187;ΑΝΕΝΕΡΓΟΣ
K516189;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΥΕΛΟΥ ΤΩΝ ΟΣΤΩΝ
K516201;ΑΝΕΝΕΡΓΟΣ
K516203;ΑΝΕΝΕΡΓΟΣ
K516221;ΑΝΕΝΕΡΓΟΣ
K516223;ΑΝΕΝΕΡΓΟΣ
K516225;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΌΓΚΟΥ ΑΙΜΑΤΟΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΤΑΙ  ΜΕΤΡΗΣΗ  ΟΓΚΟΥ ΠΛΑΣΜΑΤΟΣ ΚΑΙ  ΟΓΚΟΥ  ΕΡΥΘΡΟΚΥΤΤΑΡΩΝ)
K516241;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΕΠΙΒΙΩΣΗΣ ΕΡΥΘΡΟΚΥΤΤΑΡΩΝ
K516251;ΑΝΕΝΕΡΓΟΣ
K516261;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΜΕ ΚΑΤΕΣΤΡΑΜΜΕΝΑ ΕΡΥΡΘΡΟΚΥΤΤΑΡΑ
K516351;ΑΝΕΝΕΡΓΟΣ
K516361;ΑΝΕΝΕΡΓΟΣ
K516363;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΕΠΙΒΙΩΣΗΣ ΑΙΜΟΠΕΤΑΛΙΩΝ
K516371;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΠΕΙΚΟΝΙΣΗΣ ΛΕΜΦΙΚΗΣ ΟΔΟΥ.
K516379;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΑΙΜΟΠΟΙΗΤΙΚΟΥ, ΔΙΚΤΥΟΕΝΔΟΘΗΛΙΑΚΟΥ ΚΑΙ ΛΕΜΦΙΚΟΥΥ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ
K516383;ΑΝΕΝΕΡΓΟΣ
K516385;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΉΠΑΤΟΣ ΜΕ ΕΠΙΣΗΜΑΣΜΕΝΑ ΕΡΥΘΡΑ ΑΙΜΟΣΦΑΙΡΙΑ
K516391;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΣ. ΤΟΜΟΓΡΑΦΙΚΕΣ ΛΗΨΕΙΣ (SPECT).
K516393;ΑΝΕΝΕΡΓΟΣ
K516411;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΣ ΚΑΙ ΣΠΛΗΝΟΣ. ΣΤΑΤΙΚΗ ΛΗΨΗ
K516413;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΧΟΛΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΟΛΗΦΟΡΩΝ. ΣΤΑΤΙΚΕΣ ΛΗΨΕΙΣ.
K516421;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΧΟΛΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΟΛΗΦΟΡΩΝ. ΔΥΝΑΜΙΚΗ ΜΕΛΕΤΗ.
K516427;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΗΠΑΤΟΧΟΛΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΟΛΗΦΟΡΩΝ. ΔΥΝΑΜΙΚΗ ΜΕΛΕΤΗ. ΜΕ ΦΑΡΜΑΚΟΛΟΓΙΚΗ ΠΑΡΕΜΒΑΣΗ.
K516441;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΣΙΕΛΟΓΟΝΩΝ ΑΔΕΝΩΝ
K516443;ΑΝΕΝΕΡΓΟΣ
K516445;ΑΝΕΝΕΡΓΟΣ
K516497;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΕΛΕΓΧΟΥ ΚΙΝΗΤΙΚΟΤΗΤΑΣ ΟΙΣΟΦΑΓΟΥ
K516503;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΠΕΙΚΟΝΙΣΗΣ ΓΑΣΤΡΙΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ
K516505;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΝΙΧΝΕΥΣΗΣ ΓΑΣΤΡΟ-ΟΙΣΟΦΑΓΙΚΗΣ ΠΑΛΙΝΔΡΟΜΗΣΗΣ.
K516509;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΓΑΣΤΡΙΚΗΣ ΚΕΝΩΣΗΣ ΥΓΡΩΝ ΤΡΟΦΩΝ.
K516515;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ, TEST ΟΥΡΙΑΣ ΜΕ C-14.
K516517;ΑΝΕΝΕΡΓΟΣ
K516521;ΑΝΕΝΕΡΓΟΣ
K516523;ΑΝΕΝΕΡΓΟΣ
K516525;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΑΠΟΡΡΟΦΗΣΗΣ ΒΙΤΑΜΙΝΗΣ Β-12 (SCHILLING TEST)
K516537;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΔΙΕΡΕΥΝΗΣΗΣ ΑΙΜΟΡΡΑΓΙΑΣ ΑΠΟ ΤΟ ΓΑΣΤΡΕΝΤΕΡΙΚΟ
K516545;ΡΑΔΙΟΪΣΟΤΟΠΙΚΗ ΜΕΛΕΤΗ ΑΠΩΛΕΙΑΣ ΠΡΩΤΕΪΝΗΣ ΑΠΟ ΤΟ ΓΑΣΤΡΕΝΤΕΡΙΚΟ
K516561;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΑΠΕΙΚΟΝΙΣΗΣ ΕΚΤΟΠΟΥ ΓΑΣΤΡΙΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ
K516563;ΑΝΕΝΕΡΓΟΣ
K516579;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΚΗ ΔΙΑΔΙΚΑΣΙΑ, ΔΙΑΓΝΩΣΤΙΚΗ ΠΥΡΗΝΙΚΗ ΙΑΤΡΙΚΗ
K516579.1;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΓΑΣΤΡΙΚΗΣ ΚΕΝΩΣΗΣ ΣΤΕΡΕΑΣ Η ΗΜΙΣΤΕΡΕΑΣ ΤΡΟΦΗΣ
K516581;ΑΝΕΝΕΡΓΟΣ
K516591;ΑΝΕΝΕΡΓΟΣ
K516593;ΣΠΙΝΘΗΡΟΓΡΑΦΗΜΑ ΟΣΤΩΝ ΚΑΙ ΑΡΘΡΩΣΕΩΝ
