gr;"EDMA code";"GR code";Αγγλική Ονομασία;Συντομογραφία;Ελληνική Ονομασία;’λλη Ονομασία;Σχόλια;Ταυτίζεται με;Επείγουσα;Κατηγορία (1,2,3)
13;13.03.90.90;13.03.90.90.004;Blood group chimerism by flow cytometry;;ΜΕΛΕΤΗ ΧΙΜΑΙΡΙΣΜΟΥ ΟΜΑΔΩΝ ΑΙΜΑΤΟΣ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ;;;;ΌΧΙ;3
13;13.03.90.90;13.03.90.90.005;Other  Immunohaematology  of transfusion tests;;ΑΛΛΕΣ ΔΟΚΙΜΑΣΙΕΣ ΑΝΟΣΟΑΙΜΑΤΟΛΟΓΙΑΣ ΤΗΣ ΜΕΤΑΓΓΙΣΗΣ ΠΟΥ ΔΕΝ ΠΕΡΙΛΑΜΒΑΝΟΝΤΑΙ ΣΤΙΣ ΠΑΡΑΠΑΝΩ ;;;;ΌΧΙ;
13;13.05;13.05;Monoclonal Antibodies for Flow Cytometry;;ΜΟΝΟΚΛΩΝΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ΓΙΑ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ;;;;;s1
13;13.05.01.90;13.05.01.90;Other Monoclonal Antibodies for Flow Cytometry;;ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ;;;;;s2
13;13.05.01.90;13.05.01.90.001;Flow cytometry lymphocyte immunophenotyping (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΛΕΜΦΟΚΥΤΤΑΡΩΝ ΠΕΡΙΦΕΡΙΚΟΥ ΑΙΜΑΤΟΣ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;Αφορά τον προσδιορισμό της επι της % αναλογίας και τον απόλυτο αριθμό των υποπληθυσμών  ;;ΌΧΙ;1
13;13.05.01.90;13.05.01.90.002;Flow cytometry  immunophenotyping for neutrophils (CD64) and monocytes (CD16);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΑΙΜΑΤΟΣ ΜΕ ΔΕΙΚΤΕΣ ΕΝΕΡΓΟΠΟΙΗΣΗΣ ΠΟΛΥΜΟΡΦΟΠΥΡΗΝΩΝ (CD64) ΚΑΙ ΜΟΝΟΚΥΤΤΑΡΩΝ (CD16);;;;ΌΧΙ;1
13;13.05.01.90;13.05.01.90.003;TCRVβ repertoire with flow cytometry;;ΜΕΛΕΤΗ ΡΕΠΕΡΤΟΡΙΟΥ TCRVΒ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ;;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.004;Flow cytometry  immunophenotyping for acute leukemias (AML, Τ, Β- ALL) in PB or BM (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΟΞΕΙΑΣ ΛΕΥΧΑΙΜΙΑΣ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΙΜΑ Η ΜΥΕΛΟΣ ΤΩΝ ΟΣΤΩΝ) (AML, Τ, Β- ALL) (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;Μπορεί να θεωρηθεί επείγουσα μόνο στην περίπτωση της οξείας προμυελοκυτταρικής λευχαιμίας;;ΝΑΙ;2
13;13.05.01.90;13.05.01.90.005;Flow cytometry  immunophenotyping for chronic lymphocytic leukemias (CLL) (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ Β ΧΡΟΝΙΑΣ ΛΕΜΦΟΚΥΤΤΑΡΙΚΗΣ ΛΕΥΧΑΙΜΙΑΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.006;Flow cytometry  immunophenotyping for lymphoproliferative disorders (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΛΕΜΦΟΫΠΕΡΠΛΑΣΤΙΚΩΝ ΣΥΝΔΡΟΜΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.007;Flow cytometry  immunophenotyping for multiple myeloma (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΠΟΛΛΑΠΛΟΥ ΜΥΕΛΩΜΑΤΟΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.008;Flow cytometry  immunophenotyping for myelodysplastic disorders (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΜΥΕΛΟΔΥΣΠΛΑΣΤΙΚΩΝ ΣΥΝΔΡΟΜΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.009;Flow cytometry  immunophenotyping for T-chronic lymphoproliferative disorders (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΜΕΛΕΤΗ Τ-ΧΡΟΝΙΩΝ ΛΕΜΦΟΫΠΕΡΠΛΑΣΤΙΚΩΝ ΣΥΝΔΡΟΜΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.010;Flow cytometry  immunophenotyping for minimal residual disease in acute leukemia(per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΕΛΑΧΙΣΤΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΕΠΙ ΟΞΕΙΑΣ ΛΕΥΧΑΙΜΙΑΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ) ;;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.011;Flow cytometry  immunophenotyping for minimal residual disease in B chronic lymphocytic leukemias (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΕΛΑΧΙΣΤΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΕΠΙ Β ΧΡΟΝΙΑΣ ΛΕΜΦΟΚΥΤΤΑΡΙΚΗΣ ΛΕΥΧΑΙΜΙΑΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.012;Flow cytometry  immunophenotyping for minimal residual disease in lymphoproliferative disorders (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΕΛΑΧΙΣΤΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΕΠΙ ΛΕΜΦΟΫΠΕΡΠΛΑΣΤΙΚΩΝ ΣΥΝΔΡΟΜΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.013;Flow cytometry  immunophenotyping for minimal residual disease in multiple myeloma (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΕΛΑΧΙΣΤΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΕΠΙ ΠΟΛΛΑΠΛΟΥ ΜΥΕΛΩΜΑΤΟΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.014;Flow cytometry  immunophenotyping for minimal residual disease in myelodysplastic disorders (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΕΛΑΧΙΣΤΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΕΠΙ ΜΥΕΛΟΔΥΣΠΛΑΣΤΙΚΩΝ ΣΥΝΔΡΟΜΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.015;Flow cytometry  immunophenotyping for minimal residual disease in T- lymphoproliferative disorders (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΓΙΑ ΤΗΝ ΑΝΙΧΝΕΥΣΗ ΕΛΑΧΙΣΤΗΣ ΥΠΟΛΕΙΜΜΑΤΙΚΗΣ ΝΟΣΟΥ ΕΠΙ Τ-ΧΡΟΝΙΩΝ ΛΕΜΦΟΫΠΕΡΠΛΑΣΤΙΚΩΝ ΣΥΝΔΡΟΜΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.016;Flow cytometry immynophenotyping for mast cells (CD2, CD25);;ΜΑΣΤΟΚΥΤΤΑΡΑ ΚΑΙ ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΜΑΣΤΟΚΥΤΤΑΡΩΝ CD2, CD25;;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.017;Flow cytometry crossmatch of donor B and T lymphocytes in transplantations (per monoclonal antibody);;ΔΙΑΣΤΑΥΡΩΣΗ Β ΚΑΙ Τ ΛΕΜΦΟΚΥΤΤΑΡΩΝ ΔΟΤΟΥ ΜΕ ΟΡΟ ΛΗΠΤΗ ΕΠΙ ΜΕΤΑΜΟΣΧΕΥΣΕΩΝ ΣΥΜΠΑΓΩΝ ΟΡΓΑΝΩΝ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.018;Flow cytometry bone marrow biopsy immunophenotyping (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΜΥΕΛΟΥ ΤΩΝ ΟΣΤΩΝ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;2
13;13.05.01.90;13.05.01.90.019;Flow cytometry bone marrow aspiration  immunophenotyping (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΟΣ ΕΝΑΙΩΡΗΜΑΤΟΣ ΜΥΕΛΟΥ ΤΩΝ ΟΣΤΩΝ ΑΠΟ ΟΣΤΕΟΜΥΕΛΙΚΗ ΒΙΟΨΙΑ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.020;DNA ploidy and S-phase fraction with flow cytometry;;ΑΝΑΛΥΣΗ DNA ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΕΛΕΓΧΟΣ ΠΛΟΕΙΔΙΑΣ ΚΥΤΤΑΡΩΝ ΚΑΙ ΦΑΣΕΩΝ ΤΟΥ ΚΥΤΤΑΡΙΚΟΥ ΚΥΚΛΟΥ ΣΕ ΒΙΟΛΟΓΙΚΑ ΥΓΡΑ ΚΑΙ ΣΥΜΠΑΓΕΙΣ ΟΓΚΟΥΣ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.021;Flow cytometry immunophenotyping for paroxysmal nocturnal hemoglobinuria (PNH) (per monoclonal antibody);;ΕΛΕΓΧΟΣ ΠΑΡΟΞΥΣΜΙΚΗΣ ΝΥΚΤΕΡΙΝΗΣ ΑΙΜΟΣΦΑΙΡΙΝΟΥΡΙΑΣ (ΡΝΗ) ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ) ;;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.022;Flow cytometry immunophenotyping for hemolytic uremic syndrome (CD46);;ΠΡΟΣΔΙΟΡΙΣΜΟΣ CD46 ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΣΕ ΑΙΜΟΛΥΤΙΚΟ ΟΥΡΑΙΜΙΚΟ ΣΥΝΔΡΟΜΟ;;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.023;Fetal-Maternal Hemorrhage with Flow Cytometry;;ΑΝΑΖΗΤΗΣΗ ΕΜΒΡΥΙΚΩΝ ΚΥΤΤΑΡΩΝ ΣΤΟ ΑΙΜΑ ΤΗΣ ΜΗΤΕΡΑΣ (ΥΠΟΝΟΙΑ ΕΜΒΡΥΟΜΗΤΡΙΚΗΣ ΑΙΜΟΡΡΑΓΙΑΣ) ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ;;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.024;Phagocytosis measurement by flow cytometry;;ΕΛΕΓΧΟΣ ΦΑΓΟΚΥΤΤΑΡΩΣΗΣ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ;;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.025;Flow cytometry study of polymorphonuclear neutrophil oxidative burst;;ΕΛΕΓΧΟΣ ΟΞΕΙΔΩΤΙΚΗΣ ΕΚΡΗΞΗΣ ΠΟΛΥΜΟΡΦΟΠΥΡΗΝΩΝ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ;;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.026;Flow cytometry immunophenotyping of cerebrospinal fluid (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΟΥ ΥΓΡΟΥ (ENY) ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.027;Flow cytometry immunophenotyping of  ascites, pleural, pericardial or synovial fluid (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΑΣΚΙΤΙΚΟΥ, ΠΛΕΥΡΙΤΙΚΟΥ, ΠΕΡΙΚΑΡΔΙΑΚΟΥ Η ΑΡΘΡΙΚΟΥ ΥΓΡΟΥ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.028;Flow cytometry immunophenotyping of  bronchoalveolar lavage (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ ΒΡΟΓΧΟΚΥΨΕΛΙΔΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.029;Flow cytometry immunophenotyping of lymph node fine needle aspiration (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΥΛΙΚΟΥ ΒΙΟΨΙΑΣ ΛΕΜΦΑΔΕΝΑ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ (FNA) ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.030;Flow cytometry immunophenotyping of fresh  lymph node biopsy (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΥΛΙΚΟΥ ΒΙΟΨΙΑΣ (ΝΩΠΟ ΤΕΜΑΧΙΟ) ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.01.90;13.05.01.90.031;Flow cytometry immunophenotyping of  vitreous or aqueous humor (per monoclonal antibody);;ΑΝΟΣΟΦΑΙΝΟΤΥΠΙΚΗ ΑΝΑΛΥΣΗ ΥΑΛΟΕΙΔΟΥΣ Η ΥΔΑΤΟΕΙΔΟΥΣ ΥΓΡΟΥ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;ΌΧΙ;3
13;13.05.03;13.05.03;Stem Cell Enumeration;;ΜΕΤΡΗΣΗ ΑΡΧΕΓΟΝΩΝ ΑΙΜΟΠΟΙΗΤΙΚΩΝ ΚΥΤΤΑΡΩΝ;;;;;s2
13;13.05.03.01;13.05.03.01.001;Stem Cell Enumeration (CD34) in peripheral blood with flow cytometry;;ΜΕΤΡΗΣΗ CD34 ΑΡΧΕΓΟΝΩΝ ΑΙΜΟΠΟΙΗΤΙΚΩΝ ΚΥΤΤΑΡΩΝ (STEM CELLS) ΣΕ ΠΕΡΙΦΕΡΙΚΟ ΑΙΜΑ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ;;;;ΌΧΙ;3
13;13.05.03.01;13.05.03.01.002;Stem Cell Enumeration (CD34) in buffy coats with flow cytometry;;ΜΕΤΡΗΣΗ CD34 ΑΡΧΕΓΟΝΩΝ ΑΙΜΟΠΟΙΗΤΙΚΩΝ ΚΥΤΤΑΡΩΝ (STEM CELLS) ΣΕ ΠΡΟΪΟΝ ΛΕΥΚΑΦΑΙΡΕΣΗΣ ΜΕ ΚΥΤΤΑΡΟΜΕΤΡΙΑ ΡΟΗΣ;;;;ΌΧΙ;3
13;;13.10;Molecular and genetic testing in Hematology;;ΕΞΕΤΑΣΕΙΣ ΜΟΡΙΑΚΗΣ ΒΙΟΛΟΓΙΑΣ ΚΑΙ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗΣ ΣΤΗΝ ΑΙΜΑΤΟΛΟΓΙΑ;;;;;s1
13;;13.10.05;Molecular tests in Hematology;;ΜΟΡΙΑΚΕΣ ΕΞΕΤΑΣΕΙΣ ΑΙΜΑΤΟΛΟΓΙΑΣ ;;;;;s2
13;;13.10.05.01.001;;α-globulin;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ ΓΟΝΙΔΙΟΥ α-ΣΦΑΙΡΙΝΗΣ;;Διερεύνηση πιθανής α-θαλασσαιμίας;16.01.05.01.003;;3
13;;13.10.05.01.002;;β-globulin;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ ΓΟΝΙΔΙΟΥ β-ΣΦΑΙΡΙΝΗΣ;;Διερεύνηση πιθανής β-θαλασσαιμίας;16.01.05.01.004;;3
13;;13.10.05.01.003;;FVIII Intron22;ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΛΛΑΞΗΣ FVIII {INTRON 22};;Διερεύνηση βαριάς αιμορροφιλίας Α;16.01.05.01.039;;3
13;;13.10.05.01.004;;FVIII Intron1;ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΜΕΤΑΛΛΑΞΗΣ FVIII {INTRON 1};;Διερεύνηση βαριάς αιμορροφιλίας Α;16.01.05.01.040;;3
13;;13.10.05.01.005;;Haem A;ΑΝΑΛΥΣΗ DNA ΓΙΑ ΑΙΜΟΡΡΟΦΙΛΙΑ Α;;Διερεύνηση βαριάς αιμορροφιλίας Α;16.01.05.01.041;;3
13;;13.10.05.01.006;;VII Factor;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ ΣΤΟ ΓΟΝΙΔΙΟ ΤΟΥ ΠΑΡΑΓΟΝΤΑ ΠΗΞΗΣ VIII;;Διερεύνηση βαριάς αιμορροφιλίας Α;16.01.05.01.042;;3
13;;13.10.05.01.007;;IX Factor;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ ΣΤΟ ΓΟΝΙΔΙΟ ΤΟΥ ΠΑΡΑΓΟΝΤΑ ΠΗΞΗΣ IX;;Διερεύνηση βαριάς αιμορροφιλίας B;16.01.05.01.043;;3
13;;13.10.05.01.008;;PNDHaem;ΑΝΑΛΥΣΗ ΤΑΥΤΟΠΟΙΗΜΕΝΗΣ ΜΕΤΑΛΛΑΞΗΣ ΑΙΜΟΡΡΟΦΙΛΙΑΣ ΣΕ ΕΜΒΡΥΟ;;Ανάλυση ταυτοποιημένης μετάλλαξης αιμορροφιλίας σε έμβρυο;16.01.05.01.044;;3
13;;13.10.05.01.009;;ISH EBC;IN SITU ΥΒΡΙΔΙΣΜΟΣ ΓΙΑ ΜΕΤΑΓΡΑΦΑ ΤΟΥ ΙΟΥ EBV;;Λεμφοϋπερπλαστικά νεοπλάσματα;16.01.05.01.093;;3
13;;13.10.05.01.010;;IG/TR clon.Sq;ΑΝΑΛΥΣΗ ΑΛΛΗΛΟΥΧΙΩΝ DNA (DNA SEQUENCING) ΓΙΑ ΚΛΩΝΙΚΕΣ ΑΝΑΔΙΑΤΑΞΕΙΣ ΓΟΝΙΔΙΩΝ ΑΝΤΙΓΟΝΙΚΩΝ ΥΠΟΔΟΧΕΩΝ;;Λεμφοϋπερπλαστικά νεοπλάσματα;16.02.05.01.001;;3
13;;13.10.05.01.011;;ASO-STR.Fr;STR ΓΟΝΟΤΥΠΩΣΗ ΜΕ ΤΕΧΝΙΚΗ STR-PCR ΚΑΙ ΑΝΑΛΥΣΗ ΘΡΑΥΣΜΑΤΩΝ ΝΟΥΚΛΕΙΝΙΚΩΝ ΟΞΕΩΝ;;Ανάλυση χιμαιρισμού μετά μεταμόσχευση αλλογενών αιμοποιητικών κυττάρων ;16.02.05.01.002;;3
13;;13.10.05.01.012;;NPM.Fr;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ NPM1 ΜΕ ΤΕΧΝΙΚΗ ΑΝΑΛΥΣΗ ΘΡΑΥΣΜΑΤΩΝ ΝΟΥΚΛΕΙΝΙΚΩΝ ΟΞΕΩΝ;;Οξεία μυελογενής λευχαιμία;16.02.05.01.003;;3
13;;13.10.05.01.013;;NPM.Sq;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ NPM1 ΜΕ ΑΝΑΛΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ DNA;;Οξεία μυελογενής λευχαιμία;16.02.05.01.004;;3
13;;13.10.05.01.014;;ABL.Sq;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ ABL ΜΕ ΑΝΑΛΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ DNA;;Χρόνια μυελογενής λευχαιμία Μυελοϋπερπλαστικά νεοπλασματα                        Οξεία μυελογενής λευχαιμία                                      Οξεία λεμφοβλαστική λευχαιμία;16.02.05.01.005;;3
13;;13.10.05.01.015;;Ikaros.Sq;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΕΩΝ ΓΟΝΙΔΙΟΥ IKAROS ΜΕ ΑΝΑΛΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ DNA;;Οξεία λεμφοβλαστική λευχαιμία;16.02.05.01.006;;3
13;;13.10.05.01.016;;HFE.C282Y;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΗΣ C282Y ΤΟΥ ΓΟΝΙΔΙΟΥ HFE ΜΕ ΑΛΛΗΛΙΟ-ΕΙΔΙΚΗ PCR ΠΡΑΓΜΑΤΙΚΟΥ ΧΡΟΝΟΥ (REAL-TIME PCR);;Κληρονομική Αιμοχρωμάτωση;16.02.05.01.007;;3
13;;13.10.05.01.017;;HFE.H63D;ΑΝΙΧΝΕΥΣΗ ΜΕΤΑΛΛΑΞΗΣ H63D ΤΟΥ ΓΟΝΙΔΙΟΥ HFE ΜΕ ΑΛΛΗΛΙΟ-ΕΙΔΙΚΗ PCR ΠΡΑΓΜΑΤΙΚΟΥ ΧΡΟΝΟΥ (REAL-TIME PCR);;Κληρονομική Αιμοχρωμάτωση;16.02.05.01.008;;3
13;;13.10.05.01.018;;Vfact.G1691A;ΑΝΙΧΝΕΥΣΗ ΣΗΜΕΙΑΚΗΣ ΜΕΤΑΛΛΑΞΗΣ G1691A ΤΟΥ ΠΑΡΑΓΟΝΤΑ V ΤΗΣ ΠΗΞΗΣ (LEIDEN) ΜΕ ΑΛΛΗΛΙΟ-ΕΙΔΙΚΗ PCR ΠΡΑΓΜΑΤΙΚΟΥ ΧΡΟΝΟΥ (REAL-TIME PCR);;Έλεγχος θρομβοφιλίας;16.02.05.01.009;;3
13;;13.10.05.01.019;;IIfact.G20210A;ΑΝΙΧΝΕΥΣΗ ΣΗΜΕΙΑΚΗΣ ΜΕΤΑΛΛΑΞΗΣ G20210A ΤΟΥ ΠΑΡΑΓΟΝΤΑ ΙΙ ΤΗΣ ΠΗΞΗΣ ΜΕ ΑΛΛΗΛΙΟ-ΕΙΔΙΚΗ PCR ΠΡΑΓΜΑΤΙΚΟΥ ΧΡΟΝΟΥ (REAL-TIME PCR);;Έλεγχος θρομβοφιλίας;16.02.05.01.010;;3
13;;13.10.05.01.020;;MTHFR.C677T;ΑΝΙΧΝΕΥΣΗ ΣΗΜΕΙΑΚΗΣ ΜΕΤΑΛΛΑΞΗΣ C677T ΤΟΥ MTHFR ΜΕ ΑΛΛΗΛΙΟ-ΕΙΔΙΚΗ PCR ΠΡΑΓΜΑΤΙΚΟΥ ΧΡΟΝΟΥ (REAL-TIME PCR);;Έλεγχος θρομβοφιλίας;16.02.05.01.011;;3
13;;13.10.05.01.021;;PAI-1.v4G/5G;AΝΙΧΝΕΥΣΗ ΠΟΛΥΜΟΡΦΙΣΜΟΥ 4G/5G ΣΤΗΝ ΠΕΡΙΟΧΗ ΤΟΥ ΥΠΟΚΙΝΗΤΗ ΤΟΥ PAI-1 ΜΕ ΑΛΛΗΛΙΟ-ΕΙΔΙΚΗ PCR ΠΡΑΓΜΑΤΙΚΟΥ ΧΡΟΝΟΥ (REAL-TIME PCR);;Έλεγχος θρομβοφιλίας;16.02.05.01.012;;3
